,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,bulk,power
763,647,2,6472,Keldeo,Water,Fighting,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580,208,129
764,648,1,6481,Meloetta,Normal,Psychic,White,Serene Grace,,,5,1,0,0.6,6.5,100,77,77,128,128,90,600,191,128
765,648,2,6482,Meloetta,Normal,Fighting,White,Serene Grace,,,5,1,0,0.6,6.5,100,128,90,77,77,128,600,191,128
766,649,1,6491,Genesect,Bug,Steel,Purple,Download,,,5,1,0,1.5,82.5,71,120,95,120,95,99,600,195,120
767,650,1,6501,Chespin,Grass,,Green,Overgrow,,Bulletproof,6,0,0,0.4,9.0,56,61,65,48,45,38,313,99,61
768,651,1,6511,Quilladin,Grass,,Green,Overgrow,,Bulletproof,6,0,0,0.7,29.0,61,78,95,56,58,57,405,123,78
769,652,1,6521,Chesnaught,Grass,Fighting,Green,Overgrow,,Bulletproof,6,0,0,1.6,90.0,88,107,122,74,75,64,530,176,107
770,653,1,6531,Fennekin,Fire,,Red,Blaze,,Magician,6,0,0,0.4,9.4,40,45,40,62,60,60,307,82,62
771,654,1,6541,Braixen,Fire,,Red,Blaze,,Magician,6,0,0,1.0,14.5,59,59,58,90,70,73,409,122,90
772,655,1,6551,Delphox,Fire,Psychic,Red,Blaze,,Magician,6,0,0,1.5,39.0,75,69,72,114,100,104,534,159,114
773,656,1,6561,Froakie,Water,,Blue,Torrent,,Protean,6,0,0,0.3,7.0,41,56,40,62,44,71,314,82,62
774,657,1,6571,Frogadier,Water,,Blue,Torrent,,Protean,6,0,0,0.6,10.9,54,63,52,83,56,97,405,109,83
775,658,1,6581,Greninja,Water,Dark,Blue,Torrent,,Protean,6,0,0,1.5,40.0,72,95,67,103,71,122,530,147,103
776,658,2,6582,Greninja,Water,Dark,Blue,Battle Bond,,,7,1,0,1.5,40.0,72,145,67,153,71,132,640,147,153
777,659,1,6591,Bunnelby,Normal,,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,0.4,5.0,38,36,38,32,36,57,237,75,36
778,660,1,6601,Diggersby,Normal,Ground,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,1.0,42.4,85,56,77,50,77,78,423,177,56
779,661,1,6611,Fletchling,Normal,Flying,Red,Big Pecks,,Gale Wings,6,0,0,0.3,1.7,45,50,43,40,38,62,278,82,50
780,662,1,6621,Fletchinder,Fire,Flying,Red,Flame Body,,Gale Wings,6,0,0,0.7,16.0,62,73,55,56,52,84,382,114,73
781,663,1,6631,Talonflame,Fire,Flying,Red,Flame Body,,Gale Wings,6,0,0,1.2,24.5,78,81,71,74,69,126,499,156,81
782,664,1,6641,Scatterbug,Bug,,Black,Shield Dust,Compound Eyes,Friend Guard,6,0,0,0.3,2.5,38,35,40,27,25,35,200,60,35
783,665,1,6651,Spewpa,Bug,,Black,Shed Skin,,Friend Guard,6,0,0,0.3,8.4,45,22,60,27,30,29,213,70,27
784,666,1,6661,Vivillon,Bug,Flying,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17.0,80,52,50,90,50,89,411,123,90
785,667,1,6671,Litleo,Fire,Normal,Brown,Rivalry,Unnerve,Moxie,6,0,0,0.6,13.5,62,50,58,73,54,72,369,118,73
786,668,1,6681,Pyroar,Fire,Normal,Brown,Rivalry,Unnerve,Moxie,6,0,0,1.5,81.5,86,68,72,109,66,106,507,157,109
787,669,1,6691,Flabebe,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303,83,61
788,670,1,6701,Floette,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371,101,75
789,671,1,6711,Florges,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,1.1,10.0,78,65,68,112,154,75,552,154,112
790,672,1,6721,Skiddo,Grass,,Brown,Sap Sipper,,Grass Pelt,6,0,0,0.9,31.0,66,65,48,62,57,52,350,110,65
791,673,1,6731,Gogoat,Grass,,Brown,Sap Sipper,,Grass Pelt,6,0,0,1.7,91.0,123,100,62,97,81,68,531,180,100
792,674,1,6741,Pancham,Fighting,,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,0.6,8.0,67,82,62,46,48,43,348,111,82
793,675,1,6751,Pangoro,Fighting,Dark,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,2.1,136.0,95,124,78,69,71,58,495,175,124
794,676,1,6761,Furfrou,Normal,,White,Fur Coat,,,6,0,0,1.2,28.0,75,80,60,65,90,102,472,138,80
795,677,1,6771,Espurr,Psychic,,Grey,Keen Eye,Infiltrator,Own Tempo,6,0,0,0.3,3.5,62,48,54,63,60,68,355,118,63
796,678,1,6781,Meowstic M,Psychic,,Blue,Keen Eye,Infiltrator,Prankster,6,0,0,0.6,8.5,74,48,76,83,81,104,466,165,83
797,678,2,6782,Meowstic F,Psychic,,White,Keen Eye,Infiltrator,Competitive,6,0,0,0.6,8.5,74,48,76,83,81,104,466,165,83
798,679,1,6791,Honedge,Steel,Ghost,Brown,No Guard,,,6,0,0,0.8,2.0,45,80,100,35,37,28,325,80,80
799,680,1,6801,Doublade,Steel,Ghost,Brown,No Guard,,,6,0,0,0.8,4.5,59,110,150,45,49,35,448,107,110
800,681,1,6811,Aegislash,Steel,Ghost,Brown,Stance Change,,,6,0,0,1.7,53.0,60,50,150,50,150,60,520,272,50
801,681,2,6812,Aegislash,Steel,Ghost,Brown,Stance Change,,,6,0,0,1.7,53.0,60,150,50,150,50,60,520,110,150
802,682,1,6821,Spritzee,Fairy,,Pink,Healer,,Aroma Veil,6,0,0,0.2,0.5,78,52,60,63,65,23,341,140,63
803,683,1,6831,Aromatisse,Fairy,,Pink,Healer,,Aroma Veil,6,0,0,0.8,15.5,101,72,72,99,89,29,462,182,99
804,684,1,6841,Swirlix,Fairy,,White,Sweet Veil,,Unburden,6,0,0,0.4,3.5,62,48,66,59,57,49,341,123,59
805,685,1,6851,Slurpuff,Fairy,,White,Sweet Veil,,Unburden,6,0,0,0.8,5.0,82,80,86,85,75,72,480,171,85
806,686,1,6861,Inkay,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,0.4,3.5,53,54,53,37,46,45,288,99,54
807,687,1,6871,Malamar,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,1.5,47.0,86,92,88,68,75,73,482,174,92
808,688,1,6881,Binacle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,0.5,31.0,42,52,67,39,56,50,306,106,52
809,689,1,6891,Barbaracle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,1.3,96.0,72,105,115,54,86,68,500,180,105
810,690,1,6901,Skrelp,Poison,Water,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,0.5,7.3,50,60,60,60,60,30,320,118,60
811,691,1,6911,Dragalge,Poison,Dragon,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,1.8,81.5,65,75,90,97,123,44,494,180,97
812,692,1,6921,Clauncher,Water,,Blue,Mega Launcher,,,6,0,0,0.5,8.3,50,53,62,58,63,44,330,121,58
813,693,1,6931,Clawitzer,Water,,Blue,Mega Launcher,,,6,0,0,1.3,35.3,71,73,88,120,89,59,500,183,120
814,694,1,6941,Helioptile,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,0.5,6.0,44,38,33,61,43,70,289,74,61
815,695,1,6951,Heliolisk,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,1.0,21.0,62,55,52,109,94,109,481,114,109
816,696,1,6961,Tyrunt,Rock,Dragon,Brown,Strong Jaw,,Sturdy,6,0,0,0.8,26.0,58,89,77,45,45,48,362,100,89
817,697,1,6971,Tyrantrum,Rock,Dragon,Red,Strong Jaw,,Rock Head,6,0,0,2.5,270.0,82,121,119,69,59,71,521,141,121
818,698,1,6981,Amaura,Rock,Ice,Blue,Refrigerate,,Snow Warning,6,0,0,1.3,25.2,77,59,50,67,63,46,362,121,67
819,699,1,6991,Aurorus,Rock,Ice,Blue,Refrigerate,,Snow Warning,6,0,0,2.7,225.0,123,77,72,99,92,58,521,202,99
820,700,1,7001,Sylveon,Fairy,,Pink,Cute Charm,,Pixilate,6,0,0,1.0,23.5,95,65,65,110,130,60,525,163,110
821,701,1,7011,Hawlucha,Fighting,Flying,Green,Limber,Unburden,Mold Breaker,6,0,0,0.8,21.5,78,92,75,74,63,118,500,145,92
822,702,1,7021,Dedenne,Electric,Fairy,Yellow,Cheek Pouch,Pickup,Plus,6,0,0,0.2,2.2,67,58,57,81,67,101,431,126,81
823,703,1,7031,Carbink,Rock,Fairy,Grey,Clear Body,,Sturdy,6,0,0,0.3,5.7,50,50,150,50,150,50,500,255,50
824,704,1,7041,Goomy,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.3,2.8,45,50,35,55,75,40,300,77,55
825,705,1,7051,Sliggoo,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.8,17.5,68,75,53,83,113,60,452,120,83
826,706,1,7061,Goodra,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,2.0,150.5,90,100,70,110,150,80,600,168,110
827,707,1,7071,Klefki,Steel,Fairy,Grey,Prankster,,Magician,6,0,0,0.2,3.0,57,80,91,80,87,75,470,166,80
828,708,1,7081,Phantump,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6,0,0,0.4,7.0,43,70,48,50,60,38,309,95,70
829,709,1,7091,Trevenant,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6,0,0,1.5,71.0,85,110,76,65,82,56,474,175,110
830,710,1,7101,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.3,3.5,49,66,70,44,55,51,335,110,66
831,710,2,7102,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.4,5.0,44,66,70,44,55,56,335,106,66
832,710,3,7103,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.5,7.5,54,66,70,44,55,46,335,113,66
833,710,4,7104,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.8,15.0,59,66,70,44,55,41,335,117,66
834,711,1,7111,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.7,9.5,65,90,122,58,75,84,494,155,90
835,711,2,7112,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.9,12.5,55,85,122,58,75,99,494,146,85
836,711,3,7113,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,1.1,14.0,75,95,122,58,75,69,494,164,95
837,711,4,7114,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,1.7,39.0,85,100,122,58,75,54,494,173,100
838,712,1,7121,Bergmite,Ice,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,1.0,99.5,55,69,85,32,35,28,304,83,69
839,713,1,7131,Avalugg,Ice,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,2.0,505.0,95,117,184,44,46,28,514,126,117
840,714,1,7141,Noibat,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy,6,0,0,0.5,8.0,40,30,35,45,40,55,245,75,45
841,715,1,7151,Noivern,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy,6,0,0,1.5,85.0,85,70,80,97,80,123,535,183,97
842,716,1,7161,Xerneas,Fairy,,Blue,Fairy Aura,,,6,1,0,3.0,215.0,126,131,95,131,98,99,680,257,131
843,717,1,7171,Yveltal,Dark,Flying,Red,Dark Aura,,,6,1,0,5.8,203.0,126,131,95,131,98,99,680,257,131
844,718,1,7181,Zygarde,Dragon,Ground,Green,Aura Break,Power Construct,,6,1,0,5.0,305.0,108,100,121,81,95,95,600,237,100
845,718,2,7182,Zygarde,Dragon,Ground,Black,Aura Break,Power Construct,,6,1,0,1.2,33.5,54,100,71,61,85,115,486,138,100
846,718,3,7183,Zygarde,Dragon,Ground,Black,Power Construct,,,6,1,0,4.5,610.0,216,100,121,91,95,85,708,359,100
847,719,1,7191,Diancie,Rock,Fairy,Pink,Clear Body,,,6,1,0,0.7,8.8,50,100,150,100,150,50,600,255,100
848,719,2,7192,Mega Diancie,Rock,Fairy,Pink,Magic Bounce,,,6,1,1,1.1,27.8,50,160,110,160,110,110,700,194,160
849,720,1,7201,Hoopa,Psychic,Ghost,Purple,Magician,,,6,1,0,0.5,9.0,80,110,60,150,130,70,600,141,150
850,720,2,7202,Hoopa,Psychic,Dark,Purple,Magician,,,6,1,0,6.5,490.0,80,160,60,170,130,80,680,141,170
851,721,1,7211,Volcanion,Fire,Water,Brown,Watet Absorb,,,6,1,0,1.7,195.0,80,110,120,130,90,70,600,196,130
852,722,1,7221,Rowlet,Grass,Flying,Brown,Overgrow,,Long Reach,7,0,0,0.3,1.5,68,55,55,50,50,42,320,115,55
853,723,1,7231,Dartrix,Grass,Flying,Brown,Overgrow,,Long Reach,7,0,0,0.7,16.0,78,75,75,70,70,52,420,158,75
854,724,1,7241,Decidueye,Grass,Ghost,Brown,Overgrow,,Long Reach,7,0,0,1.6,36.6,78,107,75,100,100,70,530,167,107
855,725,1,7251,Litten,Fire,,Red,Blaze,,Intimidate,7,0,0,0.4,4.3,45,65,40,60,40,70,320,85,65
856,726,1,7261,Torracat,Fire,,Red,Blaze,,Intimidate,7,0,0,0.7,25.0,65,85,50,80,50,90,420,113,85
857,727,1,7271,Incineroar,Fire,Dark,Red,Blaze,,Intimidate,7,0,0,1.8,83.0,95,115,90,80,90,60,530,212,115
858,728,1,7281,Popplio,Water,,Blue,Torrent,,Liquid Voice,7,0,0,0.4,7.5,50,54,54,66,56,40,320,109,66
859,729,1,7291,Brionne,Water,,Blue,Torrent,,Liquid Voice,7,0,0,0.6,17.5,60,69,69,91,81,50,420,140,91
860,730,1,7301,Primarina,Water,Fairy,Blue,Torrent,,Liquid Voice,7,0,0,1.8,44.0,80,74,74,126,116,60,530,167,126
861,731,1,7311,Pikipek,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.3,1.2,35,75,30,30,30,65,265,65,75
862,732,1,7321,Trumbeak,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.6,14.8,55,85,50,40,50,75,355,106,85
863,733,1,7331,Toucannon,Normal,Flying,Black,Keen Eye,Skill Link,Sheer Force,7,0,0,1.1,26.0,80,120,75,75,75,60,485,169,120
864,734,1,7341,Yungoos,Normal,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.4,6.0,48,70,30,30,30,45,253,72,70
865,735,1,7351,Gumshoos,Normal,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.7,14.2,88,110,60,55,60,45,418,148,110
866,736,1,7361,Grubbin,Bug,,Grey,Swarm,,,7,0,0,0.4,4.4,47,62,45,55,45,46,300,93,62
867,737,1,7371,Charjabug,Bug,Electric,Green,Battery,,,7,0,0,0.5,10.5,57,82,95,55,75,36,400,147,82
868,738,1,7381,Vikavolt,Bug,Electric,Blue,Levitate,,,7,0,0,1.5,45.0,77,70,90,145,75,43,500,166,145
869,739,1,7391,Crabrawler,Fighting,,Purple,Hyper Cutter,Iron Fist,Anger Point,7,0,0,0.6,7.0,47,82,57,42,47,63,338,96,82
870,740,1,7401,Crabominable,Fighting,Ice,White,Hyper Cutter,Iron Fist,Anger Point,7,0,0,1.7,180.0,97,132,77,62,67,43,478,169,132
871,741,1,7411,Oricorio,Fire,Flying,Red,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,155,98
872,741,2,7412,Oricorio,Electric,Flying,Yellow,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,155,98
873,741,3,7413,Oricorio,Psychic,Flying,Pink,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,155,98
874,741,4,7414,Oricorio,Ghost,Flying,Purple,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,155,98
875,742,1,7421,Cutiefly,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.1,0.2,40,45,40,55,40,84,304,82,55
876,743,1,7431,Ribombee,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.2,0.5,60,55,60,95,70,124,464,126,95
877,744,1,7441,Rockruff,Rock,,Brown,Keen Eye,Vital Spilit,Steadfast,7,0,0,0.5,9.2,45,65,40,30,40,60,280,85,65
878,744,2,7442,Rockruff,Rock,,Brown,Own Tempo,,,7,0,0,0.5,9.2,45,65,40,30,40,60,280,85,65
879,745,1,7451,Lycanroc,Rock,,Brown,Keen Eye,Sand Rush,Steadfast,7,0,0,0.8,25.0,75,115,65,55,65,112,487,146,115
880,745,2,7452,Lycanroc,Rock,,Red,Keen Eye,Vital Spilit,No Guard,7,0,0,1.1,25.0,85,115,75,55,75,82,487,173,115
881,745,3,7453,Lycanroc,Rock,,Brown,Tough Claws,,,7,0,0,0.8,25.0,75,117,65,55,65,110,487,146,117
882,746,1,7461,Wishiwashi,Water,,Blue,Schooling,,,7,0,0,0.2,0.3,45,20,20,25,25,40,175,55,25
883,746,2,7462,Wishiwashi,Water,,Blue,Schooling,,,7,0,0,8.2,78.6,45,140,130,140,135,30,620,217,140
884,747,1,7471,Mareanie,Poison,Water,Blue,Merciness,Limber,Regenerator,7,0,0,0.4,8.0,50,53,62,43,52,45,305,106,53
885,748,1,7481,Toxapex,Poison,Water,Blue,Merciness,Limber,Regenerator,7,0,0,0.7,14.5,50,63,152,53,142,35,495,243,63
886,749,1,7491,Mudbray,Ground,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,1.0,110.0,70,100,70,45,55,45,385,125,100
887,750,1,7501,Mudsdale,Ground,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,2.5,920.0,100,125,100,55,85,35,500,208,125
888,751,1,7511,Dewpider,Water,Bug,Green,Water Bubble,,Water Absorb,7,0,0,0.3,4.0,38,40,52,40,72,27,269,98,40
889,752,1,7521,Araquanid,Water,Bug,Green,Water Bubble,,Water Absorb,7,0,0,1.8,82.0,68,70,92,50,132,42,454,187,70
890,753,1,7531,Fomantis,Grass,,Pink,Leaf Guard,,Contrary,7,0,0,0.3,1.5,40,55,35,50,35,35,250,75,55
891,754,1,7541,Lurantis,Grass,,Pink,Leaf Guard,,Contrary,7,0,0,0.9,18.5,70,105,90,80,90,45,480,185,105
892,755,1,7551,Morelull,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,0.2,1.5,40,35,55,65,75,15,285,103,65
893,756,1,7561,Shiinotic,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,1.0,11.5,60,45,80,90,100,30,405,158,90
894,757,1,7571,Salandit,Poison,Fire,Black,Corrosion,,Oblivious,7,0,0,0.6,4.8,48,44,40,71,40,77,320,87,71
895,758,1,7581,Salazzle,Poison,Fire,Black,Corrosion,,Oblivious,7,0,0,1.2,22.2,68,64,60,111,60,117,480,132,111
896,759,1,7591,Stufful,Normal,Fighting,Pink,Fluffy,Klutz,Cute Charm,7,0,0,0.5,6.8,70,75,50,45,50,50,340,116,75
897,760,1,7601,Bewear,Normal,Fighting,Pink,Fluffy,Klutz,Unnerve,7,0,0,2.1,135.0,120,125,80,55,60,60,500,173,125
898,761,1,7611,Bounsweet,Grass,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.3,3.2,42,30,38,30,38,32,210,80,30
899,762,1,7621,Steenee,Grass,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.7,8.2,52,40,48,40,48,62,290,101,40
900,763,1,7631,Tsareena,Grass,,Purple,Leaf Guard,Queenly Majesty,Sweet Veil,7,0,0,1.2,21.4,72,120,98,50,98,72,510,201,120
901,764,1,7641,Comfey,Fairy,,Green,Flower Veil,Triage,Natural Cure,7,0,0,0.1,0.3,51,52,90,82,110,100,485,165,82
902,765,1,7651,Oranguru,Normal,Psychic,White,Inner Focus,Telepathy,Symbiosis,7,0,0,1.5,76.0,90,60,80,90,110,60,490,188,90
903,766,1,7661,Passimian,Fighting,,White,Reciever,,Defiant,7,0,0,2.0,82.8,100,120,90,40,60,80,490,157,120
904,767,1,7671,Wimpod,Bug,Water,Grey,Wimp Out,,,7,0,0,0.5,12.0,25,35,40,20,30,80,230,60,35
905,768,1,7681,Golisopod,Bug,Water,Grey,Emergency Exit,,,7,0,0,2.0,108.0,75,125,140,60,90,40,530,191,125
906,769,1,7691,Sandygast,Ghost,Ground,Brown,Water Compaction,,Sand Veil,7,0,0,0.5,70.0,55,55,80,70,45,15,320,98,70
907,770,1,7701,Palossand,Ghost,Ground,Brown,Water Compaction,,Sand Veil,7,0,0,1.3,250.0,85,75,110,100,75,35,480,173,100
908,771,1,7711,Pyukumuku,Water,,Black,Innards Out,,Unaware,7,0,0,0.3,1.2,55,60,130,30,130,5,410,232,60
909,772,1,7721,Type: Null,Normal,,Grey,Battle Armor,,,7,1,0,1.9,120.5,95,95,95,95,95,59,534,222,95
910,773,1,7731,Silvally,Normal,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570,222,95
911,774,1,7741,Minior,Rock,Flying,Brown,Shields Down,,,7,0,0,0.3,40.0,60,60,100,60,100,60,440,191,60
912,774,2,7742,Minior,Rock,Flying,Brown,Shields Down,,,7,0,0,0.3,0.3,60,100,60,100,60,120,500,126,100
913,775,1,7751,Komala,Normal,,Blue,Comatose,,,7,0,0,0.4,19.9,65,115,65,75,95,65,480,138,115
914,776,1,7761,Turtonator,Fire,Dragon,Red,Shell Armor,,,7,0,0,2.0,212.0,60,78,135,91,85,36,485,166,91
915,777,1,7771,Togedemaru,Electric,Steel,Grey,Iron Barbs,Lightning Rod,Sturdy,7,0,0,0.3,3.3,65,98,63,40,73,96,435,135,98
916,778,1,7781,Mimikyu,Ghost,Fairy,Yellow,Disguise,,,7,0,0,0.2,0.7,55,90,80,50,105,96,476,153,90
917,779,1,7791,Bruxish,Water,Psychic,Pink,Dazzling,Strong Jaw,Wonder Skin,7,0,0,0.9,19.0,68,105,70,70,70,92,475,149,105
918,780,1,7801,Drampa,Normal,Dragon,White,Berserk,Sap Sipper,Cloud Nine,7,0,0,3.0,185.0,78,60,85,135,91,36,485,185,135
919,781,1,7811,Dhelmise,Ghost,Grass,Green,Steelworker,,,7,0,0,3.9,210.0,70,131,100,86,90,40,517,185,131
920,782,1,7821,Jangmo-o,Dragon,,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,0.6,29.7,45,55,65,45,45,45,300,92,55
921,783,1,7831,Hakamo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.2,47.0,55,75,90,65,70,65,420,138,75
922,784,1,7841,Kommo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.6,78.2,75,110,125,100,105,85,600,217,110
923,785,1,7851,Tapu Koko,Electric,Fairy,Yellow,Electric Surge,,Telepathy,7,1,0,1.8,20.5,70,115,85,95,75,130,570,159,115
924,786,1,7861,Tapu Lele,Psychic,Fairy,Pink,Psychic Surge,,Telepathy,7,1,0,1.2,28.6,70,85,75,130,115,95,570,159,130
925,787,1,7871,Tapu Bulu,Grass,Fairy,Red,Grassy Surge,,Telepathy,7,1,0,1.9,45.5,70,130,115,85,95,75,570,194,130
926,788,1,7881,Tapu Fini,Water,Fairy,Purple,Misty Surge,,Telepathy,7,1,0,1.3,21.2,70,75,115,95,130,85,570,228,95
927,789,1,7891,Cosmog,Psychic,,Blue,Unaware,,,7,1,0,0.2,0.1,43,29,31,29,31,37,200,71,29
928,790,1,7901,Cosmoem,Psychic,,Blue,Sturdy,,,7,1,0,0.1,999.9,43,29,131,29,131,37,400,216,29
929,791,1,7911,Solgaleo,Psychic,Steel,White,Full Metal Body,,,7,1,0,3.4,230.0,137,137,107,113,89,97,680,255,137
930,792,1,7921,Lunala,Psychic,Ghost,Purple,Shadow Shield,,,7,1,0,4.0,120.0,137,113,89,137,107,97,680,255,137
931,793,1,7931,Nihilego,Rock,Poison,White,Beast Boost,,,7,1,0,1.2,55.5,109,53,47,127,131,103,570,137,127
932,794,1,7941,Buzzwole,Bug,Fighting,Red,Beast Boost,,,7,1,0,2.4,333.6,107,139,139,53,53,79,570,148,139
933,795,1,7951,Pheromosa,Bug,Fighting,White,Beast Boost,,,7,1,0,1.8,25.0,71,137,37,137,37,151,570,95,137
934,796,1,7961,Xurkitree,Electric,,Black,Beast Boost,,,7,1,0,3.8,100.0,83,89,71,173,71,83,570,164,173
935,797,1,7971,Celesteela,Steel,Flying,Green,Beast Boost,,,7,1,0,9.2,999.9,97,101,103,107,101,61,570,236,107
936,798,1,7981,Kartana,Grass,Steel,White,Beast Boost,,,7,1,0,0.3,0.1,59,181,131,59,31,109,570,78,181
937,799,1,7991,Guzzlord,Dark,Dragon,Black,Beast Boost,,,7,1,0,5.5,888.0,223,101,53,97,53,43,570,230,101
938,800,1,8001,Necrozma,Psychic,,Black,Prism Armor,,,7,1,0,2.4,230.0,97,107,101,127,89,79,600,212,127
939,800,2,8002,Necrozma,Psychic,Steel,Yellow,Prism Armor,,,7,1,0,3.8,460.0,97,157,127,113,109,77,680,252,157
940,800,3,8003,Necrozma,Psychic,Ghost,Blue,Prism Armor,,,7,1,0,4.2,350.0,97,113,109,157,127,77,680,252,157
941,800,4,8004,Necrozma,Psychic,Dragon,Yellow,Neuroforce,,,7,1,0,7.5,230.0,97,167,97,167,97,129,754,228,167
942,801,1,8011,Magearna,Steel,Fairy,Grey,Soul-Heart,,,7,1,0,1.0,80.5,80,95,115,130,115,65,600,242,130
943,802,1,8021,Marshadow,Fighting,Ghost,Grey,Technician,,,7,1,0,0.7,22.2,90,125,80,90,90,125,600,188,125
944,803,1,8031,Poipole,Poison,,Purple,Beast Boost,,,7,1,0,0.6,1.8,67,73,67,73,67,73,420,143,73
945,804,1,8041,Naganadel,Poison,Dragon,Purple,Beast Boost,,,7,1,0,3.6,150.0,73,73,73,127,73,121,540,159,127
946,805,1,8051,Stakataka,Rock,Steel,Grey,Beast Boost,,,7,1,0,5.5,820.0,61,131,211,53,101,13,570,193,131
947,806,1,8061,Blacephalon,Fire,Ghost,White,Beast Boost,,,7,1,0,1.8,13.0,53,127,53,151,79,107,570,110,151
948,807,1,8071,Zeraora,Electric,,Yellow,Volt Absorb,,,7,1,0,1.5,44.5,88,112,75,102,80,143,600,176,112
949,808,1,8081,Meltan,Steel,,Grey,Magnet Pull,,,7,1,0,0.2,8.0,46,65,65,55,35,34,300,78,65
950,809,1,8091,Melmetal,Steel,,Grey,Iron Fist,,,7,1,0,2.5,800.0,135,143,143,80,65,34,600,196,143
951,810,1,8101,Grookey,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,0.3,5.0,50,65,50,40,40,65,310,88,65
952,811,1,8111,Thwackey,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,0.7,14.0,70,85,70,55,60,80,420,134,85
953,812,1,8121,Rillaboom,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,2.1,90.0,100,125,90,60,70,85,530,177,125
954,813,1,8131,Scorbunny,Fire,,White,Blaze,,Libero,8,0,0,0.3,4.5,50,71,40,40,40,69,310,88,71
955,814,1,8141,Raboot,Fire,,Grey,Blaze,,Libero,8,0,0,0.6,9.0,65,86,60,55,60,94,420,130,86
